Rank,Athlete,Nation,Bodyweight,Snatch,Clean & Jerk,Total,Year
1,Halil Mutlu ,Turkey,53.91,132.5,155.0,287.5,1996
2,Zhang Xiangsen ,China,53.39,130.0,150.0,280.0,1996
3,Sevdalin Minchev ,Bulgaria,54.0,125.0,152.5,277.5,1996
4,Lan Shizhang ,China,53.61,125.0,150.0,275.0,1996
5,Traian Cihărean ,Romania,53.9,120.0,145.0,265.0,1996
6,Ivan Ivanov ,Bulgaria,53.9,112.5,145.0,257.5,1996
7,Ko Kwang-ku ,South Korea,53.89,115.0,140.0,255.0,1996
8,Juan Fernández ,Colombia,53.94,110.0,145.0,255.0,1996
9,Wang Shin-yuan ,Chinese Taipei,53.56,105.0,145.0,250.0,1996
10,Toshiyuki Notomi ,Japan,53.6,110.0,140.0,250.0,1996
11,Eric Bonnel ,France,53.68,115.0,135.0,250.0,1996
12,Hari Setiawan ,Indonesia,53.9,105.0,145.0,250.0,1996
13,Marek Gorzelniak ,Poland,53.85,107.5,137.5,245.0,1996
14,Viktor Yansky ,Uzbekistan,53.94,107.5,135.0,242.5,1996
15,Giovanni Scarantino ,Italy,53.89,110.0,130.0,240.0,1996
16,Nelson Castro ,Colombia,53.05,105.0,130.0,235.0,1996
17,Johnny Nguyen ,Australia,54.0,100.0,132.5,232.5,1996
18,Badathala Adisekhar ,India,53.93,105.0,125.0,230.0,1996
19,Vladimirs Morozovs ,Latvia,53.81,100.0,122.5,222.5,1996
20,Luis Medrano ,Guatemala,53.41,100.0,120.0,220.0,1996
21,Gino Soupprayen Padiatty ,Mauritius,53.43,95.0,105.0,200.0,1996
1,Tang Lingsheng ,China,58.61,137.5,170.0,307.5,1996
2,Leonidas Sabanis ,Greece,58.53,137.5,167.5,305.0,1996
3,Nikolay Peshalov ,Bulgaria,58.88,137.5,165.0,302.5,1996
4,Hiroshi Ikehata ,Japan,58.66,132.5,165.0,297.5,1996
5,William Vargas ,Cuba,58.73,135.0,162.5,297.5,1996
6,Xu Dong ,China,58.6,132.5,162.5,295.0,1996
7,Yurik Sarkisian ,Australia,58.6,125.0,155.0,280.0,1996
8,Zoltán Farkas ,Hungary,58.9,130.0,150.0,280.0,1996
9,Bryan Jacob ,United States,58.82,122.5,150.0,272.5,1996
10,Petr Stanislav ,Czech Republic,58.7,112.5,142.5,255.0,1996
11,Raghavan Chanderasekaran ,India,58.89,112.5,140.0,252.5,1996
12,Viktor Sinyak ,Belarus,58.7,112.5,137.5,250.0,1996
13,César Rodríguez ,Puerto Rico,58.21,110.0,132.5,242.5,1996
14,Nuno Alves ,Portugal,58.28,102.5,135.0,237.5,1996
15,Bonayan Al-Dosari ,Saudi Arabia,58.89,102.5,125.0,227.5,1996
16,Moustafa Buihamghet ,Morocco,58.62,90.0,120.0,210.0,1996
1,Naim Süleymanoğlu ,Turkey,63.9,147.5,187.5,335.0,1996
2,Valerios Leonidis ,Greece,63.22,145.0,187.5,332.5,1996
3,Xiao Jiangang ,China,63.15,145.0,177.5,322.5,1996
4,Georgios Tzelilis ,Greece,63.5,145.0,177.5,322.5,1996
5,Adrián Popa ,Hungary,63.93,135.0,172.5,307.5,1996
6,Ilian Iliev ,Bulgaria,63.9,142.5,162.5,305.0,1996
7,Mücahit Yağci ,Turkey,63.46,135.0,167.5,302.5,1996
8,Zoltán Kecskés ,Hungary,63.6,135.0,167.5,302.5,1996
9,Petar Petrov ,Bulgaria,63.68,140.0,160.0,300.0,1996
10,Yoshihisa Miyaji ,Japan,63.63,140.0,157.5,297.5,1996
11,Umar Edelkhanov ,Russia,63.9,132.5,162.5,295.0,1996
12,Eduard Darbinyan ,Armenia,63.61,132.5,160.0,292.5,1996
13,Hwang Hui-yeol ,South Korea,63.88,132.5,160.0,292.5,1996
14,Liao Hsing-Chou ,Chinese Taipei,63.74,125.0,165.0,290.0,1996
15,Masato Tachibana ,Japan,63.63,125.0,162.5,287.5,1996
16,Aleksandr Okhramenko ,Kazakhstan,63.65,127.5,160.0,287.5,1996
17,Vladimir Popov ,Moldova,63.74,130.0,157.5,287.5,1996
18,Marius Cihărean ,Romania,63.9,130.0,155.0,285.0,1996
19,Lucian Maxinianu ,Romania,63.74,130.0,155.0,285.0,1996
20,Gustavo Majauskas ,Argentina,63.99,125.0,160.0,285.0,1996
21,Wojciech Natusiewicz ,Poland,63.62,122.5,160.0,282.5,1996
22,Vernon Patao ,United States,64.0,122.5,160.0,282.5,1996
23,Oleg Yem ,Kazakhstan,63.59,130.0,150.0,280.0,1996
24,Azzedine Basbas ,Algeria,63.76,120.0,160.0,280.0,1996
25,Samson N'Dicka-Matam ,Cameroon,63.95,125.0,155.0,280.0,1996
26,Roger Berrio ,Colombia,63.63,122.5,155.0,277.5,1996
27,Alexi Batista ,Panama,63.87,122.5,150.0,272.5,1996
28,Jean Lavertue ,Canada,63.92,125.0,145.0,270.0,1996
29,Fouad Bouzenada ,Algeria,63.98,115.0,152.5,267.5,1996
30,Alfonso Grullart ,Dominican Republic,63.79,115.0,145.0,260.0,1996
31,Francisco Cáceres ,El Salvador,64.0,115.0,145.0,260.0,1996
32,Thanh Nguyen ,United States,63.93,112.5,145.0,257.5,1996
33,Sandeep Kumar ,India,63.57,110.0,142.5,252.5,1996
34,Miodrag Kovačić ,YUG,63.9,110.0,137.5,247.5,1996
1,Zhan Xugang ,China,69.98,162.5,195.0,357.5,1996
2,Kim Myong-nam ,North Korea,69.79,160.0,185.0,345.0,1996
3,Attila Feri ,Hungary,69.2,152.5,187.5,340.0,1996
4,Plamen Zhelyazkov ,Bulgaria,69.61,155.0,180.0,335.0,1996
5,Abdel Manaane Yahiaoui ,Algeria,69.62,150.0,185.0,335.0,1996
6,Israel Militosyan ,Armenia,69.88,152.5,182.5,335.0,1996
7,Wan Jianhui ,China,69.5,152.5,180.0,332.5,1996
8,Idalberto Aranda ,Cuba,69.84,145.0,187.5,332.5,1996
9,Zlatan Vasilev ,Bulgaria,69.31,150.0,180.0,330.0,1996
10,Andreas Behm ,Germany,69.39,147.5,180.0,327.5,1996
11,Ergun Batmaz ,Turkey,69.55,150.0,175.0,325.0,1996
12,Hayk Yeghiazaryan ,Armenia,69.86,145.0,180.0,325.0,1996
13,Christos Spyrou ,Greece,69.51,145.0,177.5,322.5,1996
14,Tim McRae ,United States,69.86,145.0,177.5,322.5,1996
15,Oleksiy Khizhniak ,Ukraine,69.94,142.5,177.5,320.0,1996
16,Serghei Cretu ,Moldova,69.68,142.5,172.5,315.0,1996
17,Jouni Grönman ,Finland,69.56,142.5,170.0,312.5,1996
18,Mojisola Oluwa ,Nigeria,69.84,140.0,170.0,310.0,1996
19,Noriaki Horikoshi ,Japan,69.22,137.5,170.0,307.5,1996
20,Rudolf Lukáč ,Slovakia,69.38,135.0,167.5,302.5,1996
21,André Aldenhov ,Sweden,69.83,135.0,165.0,300.0,1996
22,Abdalla Al-Sebaei ,Syria,69.89,130.0,160.0,290.0,1996
23,Samsudeen Kabeer ,India,69.75,125.0,150.0,275.0,1996
24,Marcelo Gandolfo ,Argentina,69.05,120.0,140.0,260.0,1996
1,Pablo Lara ,Cuba,75.91,162.5,205.0,367.5,1996
2,Yoto Yotov ,Bulgaria,75.91,160.0,200.0,360.0,1996
3,Jon Chol-ho ,North Korea,75.62,162.5,195.0,357.5,1996
4,Viktor Mitrou ,Greece,75.82,162.5,195.0,357.5,1996
5,Lin Shoufeng ,China,75.91,157.5,195.0,352.5,1996
6,Ingo Steinhöfel ,Germany,75.77,160.0,187.5,347.5,1996
7,Sergey Filimonov ,Russia,75.96,160.0,185.0,345.0,1996
8,Hovhannes Barseghyan ,Armenia,75.97,155.0,190.0,345.0,1996
9,Leonid Lobachov ,Belarus,75.65,160.0,182.5,342.5,1996
10,Andrey Poitschke ,Germany,75.41,155.0,180.0,335.0,1996
11,Oleg Kechko ,Belarus,75.79,155.0,180.0,335.0,1996
12,Álvaro Velasco ,Colombia,75.92,145.0,180.0,325.0,1996
13,Vladimir Birsa ,Moldova,75.55,147.5,175.0,322.5,1996
14,Ilirjan Suli ,Albania,75.93,147.5,175.0,322.5,1996
15,Satheesha Rai ,India,75.53,140.0,177.5,317.5,1996
16,Ilie Fǎtu ,Romania,75.09,135.0,180.0,315.0,1996
17,Damian Brown ,Australia,75.91,140.0,175.0,315.0,1996
18,Ofisa Ofisa ,Samoa,75.87,127.5,160.0,287.5,1996
19,Edward Silva ,Uruguay,74.43,120.0,147.5,267.5,1996
20,Quincy Detenamo ,Nauru,75.97,110.0,142.5,252.5,1996
21,Isnardo Faro ,Aruba,75.95,112.5,137.5,250.0,1996
1,Pyrros Dimas ,Greece,82.06,180.0,213.0,392.5,1996
2,Marc Huster ,Germany,82.36,170.0,213.5,382.5,1996
3,Andrzej Cofalik ,Poland,82.44,170.0,202.5,372.5,1996
4,Kiril Kounev ,Australia,82.73,170.0,200.0,370.0,1996
5,Vadim Vacarciuc ,Moldova,82.63,165.0,202.5,367.5,1996
6,Sergo Chakhoyan ,Armenia,80.87,170.0,195.0,365.0,1996
7,Dursun Sevinc ,Turkey,82.8,165.0,197.5,362.5,1996
8,Krastyu Milev ,Bulgaria,82.71,160.0,200.0,360.0,1996
9,Bidzina Mikiashvili ,Georgia,82.97,160.0,200.0,360.0,1996
10,Rishat Mansurov ,Kazakhstan,82.72,155.0,182.5,337.5,1996
11,Tofig Heydarov ,Azerbaijan,82.83,150.0,180.0,330.0,1996
12,Anthony Arthur ,Great Britain,81.99,147.5,180.0,327.5,1996
13,Serge Tremblay ,Canada,82.44,150.0,177.5,327.5,1996
14,Wu Tsai-fu ,Chinese Taipei,77.89,137.5,175.0,312.5,1996
15,Dainis Zīlītis ,Latvia,82.53,145.0,167.5,312.5,1996
16,Kuo Tai-chih ,Chinese Taipei,81.86,125.0,165.0,290.0,1996
17,Rupeni Varea ,Fiji,81.01,115.0,150.0,265.0,1996
18,Steven Baccus ,Seychelles,81.11,115.0,145.0,260.0,1996
1,Aleksei Petrov ,Russia,90.89,187.5,215.0,402.5,1996
2,Leonidas Kokas ,Greece,89.28,175.0,215.0,390.0,1996
3,Oliver Caruso ,Germany,90.65,175.0,215.0,390.0,1996
4,Sunay Bulut ,Turkey,90.82,177.5,212.5,390.0,1996
5,Igor Alekseyev ,Russia,90.5,182.5,205.0,387.5,1996
6,Carlos Alexis Hernández ,Cuba,90.87,175.0,207.5,382.5,1996
7,Oleh Chumak ,Ukraine,89.46,167.5,212.5,380.0,1996
8,Plamen Bratoychev ,Bulgaria,90.93,175.0,205.0,380.0,1996
9,Julio César Luña ,Venezuela,90.28,165.0,210.0,375.0,1996
10,Martin Tešovič ,Slovakia,90.39,162.5,210.0,372.5,1996
11,Marek Maślany ,Poland,90.63,165.0,205.0,370.0,1996
12,Enrique Sabari ,Cuba,90.72,165.0,205.0,370.0,1996
13,Aleksander Karapetyan ,Armenia,90.25,167.5,200.0,367.5,1996
14,Tom Gough ,United States,90.92,167.5,200.0,367.5,1996
15,Vladimir Khlud ,Belarus,90.05,165.0,195.0,360.0,1996
16,Harvey Goodman ,Australia,89.94,157.5,200.0,357.5,1996
17,Viktor Belyatsky ,Belarus,90.56,167.5,190.0,357.5,1996
18,Andrey Makarov ,Kazakhstan,86.58,165.0,190.0,355.0,1996
19,Cédric Plançon ,France,87.56,155.0,190.0,345.0,1996
20,Im Dong-gi ,South Korea,89.82,155.0,190.0,345.0,1996
21,Raffaele Mancino ,Italy,90.21,160.0,180.0,340.0,1996
22,Eric Brown ,American Samoa,90.05,150.0,180.0,330.0,1996
23,Ramūnas Vyšniauskas ,Lithuania,90.35,140.0,175.0,315.0,1996
24,Gerard Garabwan ,Nauru,90.87,115.0,150.0,265.0,1996
1,Kakhi Kakhiashvili ,Greece,96.78,185.0,235.0,420.0,1996
2,Anatoly Khrapaty ,Kazakhstan,98.4,187.5,222.5,410.0,1996
3,Denys Gotfrid ,Ukraine,97.17,187.5,215.0,402.5,1996
4,Stanislav Rybalchenko ,Ukraine,98.55,182.5,212.5,395.0,1996
5,Vyacheslav Rubin ,Russia,98.83,175.0,215.0,390.0,1996
6,Dmitry Smirnov ,Russia,98.86,175.0,215.0,390.0,1996
7,Igor Sadykov ,Germany,98.34,177.5,207.5,385.0,1996
8,Aghvan Grigoryan ,Armenia,98.33,175.0,205.0,380.0,1996
9,Oleg Chiritsa ,Belarus,98.63,172.5,207.5,380.0,1996
10,Choi Dong-kil ,South Korea,97.23,165.0,207.5,372.5,1996
11,Tharwat Bendary ,Egypt,97.81,167.5,205.0,372.5,1996
12,Lorenzo Carrió ,Spain,98.6,167.5,200.0,367.5,1996
13,Aleksandr Urinov ,Uzbekistan,97.72,172.5,192.5,365.0,1996
14,Peter Kelley ,United States,98.96,160.0,197.5,357.5,1996
15,Yoshimitsu Nishimoto ,Japan,98.07,155.0,200.0,355.0,1996
16,Jaroslav Jokeľ ,Slovakia,98.35,160.0,192.5,352.5,1996
17,Mihai Vihodet ,Moldova,98.2,162.5,185.0,347.5,1996
18,Deivan Valencia ,Colombia,98.31,152.5,195.0,347.5,1996
19,Roman Polom ,Czech Republic,98.53,160.0,187.5,347.5,1996
20,Ivars Zdanovskis ,Latvia,98.79,150.0,187.5,337.5,1996
21,Emilson Dantas ,Brazil,98.81,152.5,182.5,335.0,1996
22,Cristian Escalante ,Chile,98.46,142.5,172.5,315.0,1996
23,Raed Ahmed ,Iraq,97.8,137.5,165.0,302.5,1996
24,Sam Nunuke Pera ,Cook Islands,98.11,120.0,165.0,285.0,1996
25,Collins Okothnyawallo ,Kenya,98.14,125.0,150.0,275.0,1996
26,Redha Shaaban ,Kuwait,97.83,115.0,140.0,255.0,1996
1,Timour Taimazov ,Ukraine,107.32,195.0,235.0,430.0,1996
2,Sergey Syrtsov ,Russia,107.22,195.0,225.0,420.0,1996
3,Nicu Vlad ,Romania,107.7,197.5,222.5,420.0,1996
4,Vladimir Yemelyanov ,Belarus,107.41,187.5,220.0,407.5,1996
5,Cui Wenhua ,China,102.52,190.0,215.0,405.0,1996
6,Wes Barnett ,United States,107.88,175.0,220.0,395.0,1996
7,Ara Vardanian ,Armenia,107.93,180.0,215.0,395.0,1996
8,Dariusz Osuch ,Poland,105.7,177.5,215.0,392.5,1996
9,Mario Kalinke ,Germany,102.3,177.5,212.5,390.0,1996
10,Viktors Ščerbatihs ,Latvia,107.17,177.5,212.5,390.0,1996
11,Dimitri Prochorow ,Germany,107.32,175.0,215.0,390.0,1996
12,Konstantine Starikovitch ,United States,106.9,177.5,210.0,387.5,1996
13,Chun Sang-suk ,South Korea,107.93,170.0,210.0,380.0,1996
14,Janne Kanerva ,Finland,107.44,160.0,200.0,360.0,1996
15,Hisaya Yoshimoto ,Japan,107.92,170.0,190.0,360.0,1996
16,Valentin Manushev ,Uzbekistan,107.81,160.0,190.0,350.0,1996
17,Nopadol Wanwang ,Thailand,107.33,140.0,177.5,317.5,1996
18,Shirish Rummun ,Mauritius,107.89,132.5,155.0,287.5,1996
19,Ali Kavuma ,Uganda,106.95,110.0,150.0,260.0,1996
1,Andrei Chemerkin ,Russia,165.47,197.5,260.0,457.5,1996
2,Ronny Weller ,Germany,138.09,200.0,255.0,455.0,1996
3,Stefan Botev ,Australia,123.96,200.0,250.0,450.0,1996
4,Kim Tae-hyun ,South Korea,133.3,190.0,247.5,437.5,1996
5,Aleksandr Kurlovich ,Belarus,133.74,195.0,230.0,425.0,1996
6,Manfred Nerlinger ,Germany,164.42,185.0,237.5,422.5,1996
7,Pavlos Saltsidis ,Greece,132.79,185.0,235.0,420.0,1996
8,Tibor Stark ,Hungary,128.78,187.5,227.5,415.0,1996
9,Raimonds Bergmanis ,Latvia,131.85,177.5,225.0,402.5,1996
10,Stian Grimseth ,Norway,141.96,180.0,220.0,400.0,1996
11,Erdinç Aslan ,Turkey,138.08,170.0,227.5,397.5,1996
12,Anders Bergström ,Sweden,131.21,175.0,220.0,395.0,1996
13,Ashot Danielyan ,Armenia,148.53,177.5,217.5,395.0,1996
14,Mark Henry ,United States,184.92,175.0,202.5,377.5,1996
15,Steve Kettner ,Australia,136.38,170.0,205.0,375.0,1996
16,Thomas Ingalsbe ,United States,151.22,165.0,200.0,365.0,1996
17,Sunil Lal Joshi ,Nepal,115.61,120.0,162.5,282.5,1996
1,Halil Mutlu ,Turkey,55.62,137.5,167.5,305.0,2000
2,Wu Wenxiong ,China,55.48,125.0,162.5,287.5,2000
3,Zhang Xiangxiang ,China,55.94,125.0,162.5,287.5,2000
4,Wang Shin-yuan ,Chinese Taipei,55.38,125.0,160.0,285.0,2000
5,Sergio Álvarez ,Cuba,55.66,120.0,155.0,275.0,2000
6,Adrian Jigău ,ROM,55.72,122.5,152.5,275.0,2000
7,Vitali Dzerbianiou ,Belarus,55.96,125.0,150.0,275.0,2000
8,Yang Chin-yi ,Chinese Taipei,55.58,120.0,150.0,270.0,2000
9,Oleksandr Likhvald ,Ukraine,55.86,120.0,155.0,270.0,2000
10,Hwang Kyu-dong ,South Korea,55.94,115.0,152.5,267.5,2000
11,Nelson Castro ,Colombia,55.32,115.0,145.0,260.0,2000
12,Luis Medrano ,Guatemala,55.94,115.0,142.5,257.5,2000
13,Koki Tagashira ,Japan,55.44,112.5,140.0,252.5,2000
14,Éric Bonnel ,France,55.7,112.5,140.0,252.5,2000
15,Yasuji Kikuzuma ,Japan,55.82,105.0,145.0,250.0,2000
16,Thandava Murthy Muthu ,India,55.9,110.0,135.0,245.0,2000
17,Mehmet Yağcı ,Australia,55.94,105.0,130.0,235.0,2000
18,Orlando Vásquez ,Nicaragua,55.84,102.5,130.0,232.5,2000
19,Gino Soupprayen ,Mauritius,55.88,95.0,115.0,210.0,2000
20,Martinho de Araújo ,IOA,55.54,67.5,90.0,157.5,2000
1,Nikolaj Pešalov ,Croatia,61.56,150.0,175.0,325.0,2000
2,Leonidas Sabanis ,Greece,61.3,147.5,170.0,317.5,2000
3,Henadzi Aliashchuk ,Belarus,61.68,142.5,175.0,317.5,2000
4,Le Maosheng ,China,61.28,140.0,175.0,315.0,2000
5,Mehdi Panzvan ,Iran,61.52,140.0,162.5,302.5,2000
6,Hiroshi Ikehata ,Japan,61.78,135.0,165.0,300.0,2000
7,Vladimir Popov ,Moldova,61.56,135.0,160.0,295.0,2000
8,Elkhan Suleymanov ,Azerbaijan,61.84,130.0,162.5,292.5,2000
9,Yurik Sarkisyan ,Australia,61.74,125.0,165.0,290.0,2000
10,Zoltán Farkas ,Hungary,61.76,132.5,155.0,287.5,2000
11,Marcus Stephen ,Nauru,61.6,122.5,162.5,285.0,2000
12,Samson Matam ,France,61.88,125.0,160.0,285.0,2000
13,Dmitriy Lomakin ,Kazakhstan,61.92,132.5,150.0,282.5,2000
14,Kim Young-tae ,South Korea,61.92,120.0,155.0,275.0,2000
15,Sunday Mathias ,Nigeria,61.24,115.0,150.0,265.0,2000
1,Galabin Boevski ,Bulgaria,68.78,162.5,195.0,357.5,2000
2,Georgi Markov ,Bulgaria,68.92,165.0,187.5,352.5,2000
3,Siarhei Laurenau ,Belarus,68.42,157.5,182.5,340.0,2000
4,Zhang Guozheng ,China,68.64,152.5,185.0,337.5,2000
5,Rudik Petrosyan ,Armenia,68.84,147.5,187.5,335.0,2000
6,Valerios Leonidis ,Greece,68.4,145.0,185.0,330.0,2000
7,Lee Bae-young ,South Korea,68.64,142.5,187.5,330.0,2000
8,Kim Hak-bong ,South Korea,68.84,147.5,182.5,330.0,2000
9,Turan Mirzayev ,Azerbaijan,68.5,147.5,180.0,327.5,2000
10,Youssef Sbai ,Tunisia,68.48,142.5,177.5,320.0,2000
11,Yoshihisa Miyaji ,Japan,68.92,150.0,170.0,320.0,2000
12,François Demeure ,Belgium,68.58,140.0,170.0,310.0,2000
13,Giuseppe Ficco ,Italy,68.92,132.5,170.0,302.5,2000
14,Yasin Arslan ,Turkey,68.2,135.0,165.0,300.0,2000
15,Sébastien Groulx ,Canada,68.3,130.0,167.5,297.5,2000
16,Alexi Batista ,Panama,68.48,112.5,130.0,242.5,2000
1,Zhan Xugang ,China,76.2,160.0,207.5,367.5,2000
2,Viktor Mitrou ,Greece,76.48,165.0,202.5,367.5,2000
3,Arsen Melikyan ,Armenia,76.68,167.5,197.5,365.0,2000
4,Sergey Filimonov ,Kazakhstan,76.9,167.5,195.0,362.5,2000
5,Ilirjan Suli ,Albania,76.66,162.5,192.5,355.0,2000
6,Jon Chol-ho ,North Korea,76.58,162.5,190.0,352.5,2000
7,Ingo Steinhöfel ,Germany,76.58,160.0,190.0,350.0,2000
8,Dmytro Hnidenko ,Ukraine,76.58,160.0,190.0,350.0,2000
9,Idalberto Aranda ,Cuba,76.86,150.0,200.0,350.0,2000
10,Mehmet Yılmaz ,Turkey,76.6,160.0,187.5,347.5,2000
11,Ruslan Savchenko ,Ukraine,76.9,157.5,180.0,337.5,2000
12,Oscar Chaplin ,United States,76.84,155.0,180.0,335.0,2000
13,Ayhan Çiçek ,Turkey,76.88,145.0,180.0,325.0,2000
14,Damian Brown ,Australia,76.8,145.0,175.0,320.0,2000
15,Carlos Saurí ,Puerto Rico,76.92,140.0,165.0,305.0,2000
16,Joseph Bellon ,Sierra Leone,76.48,95.0,105.0,200.0,2000
1,Pyrros Dimas ,Greece,84.06,175.0,215.0,390.0,2000
2,Marc Huster ,Germany,84.22,177.5,212.5,390.0,2000
3,Giorgi Asanidze ,Georgia,84.7,180.0,210.0,390.0,2000
4,Krzysztof Siemion ,Poland,84.46,167.5,212.5,380.0,2000
5,Gagik Khachatryan ,Armenia,84.68,175.0,205.0,380.0,2000
6,Sergo Chakhoyan ,Australia,82.4,175.0,202.5,377.5,2000
7,Christos Spyrou ,Greece,83.2,170.0,205.0,375.0,2000
8,Ernesto Quiroga ,Cuba,84.8,165.0,210.0,375.0,2000
9,Mariusz Rytkowski ,Poland,84.64,170.0,200.0,370.0,2000
10,Valeriu Calancea ,ROM,84.74,160.0,205.0,365.0,2000
11,Joel Mackenzie ,Cuba,84.86,165.0,200.0,365.0,2000
12,Nizami Pashayev ,Azerbaijan,84.16,155.0,202.5,357.5,2000
13,Yury Myshkovets ,Russia,84.82,162.5,192.5,355.0,2000
14,Bakhtiyor Nurullaev ,Uzbekistan,84.42,160.0,192.5,352.5,2000
15,Mohamed Mousa ,Egypt,84.62,160.0,192.5,352.5,2000
16,Mital Sharipov ,Kyrgyzstan,84.54,155.0,190.0,345.0,2000
17,Sergio Mannironi ,Italy,83.18,150.0,180.0,330.0,2000
18,Ofisa Ofisa ,Samoa,84.8,135.0,175.0,310.0,2000
19,Khodor Alaywan ,LIB,81.56,130.0,160.0,290.0,2000
1,Akakios Kakiasvilis ,Greece,92.06,185.0,220.0,405.0,2000
2,Szymon Kołecki ,Poland,93.58,182.5,222.5,405.0,2000
3,Aleksey Petrov ,Russia,93.3,180.0,222.5,402.5,2000
4,Kourosh Bagheri ,Iran,93.42,187.5,215.0,402.5,2000
5,Vadim Vacarciuc ,Moldova,92.66,177.5,220.0,397.5,2000
6,Zoltán Kovács ,Hungary,94.0,180.0,217.5,397.5,2000
7,Bünyamin Sudaş ,Turkey,93.36,177.5,215.0,392.5,2000
8,Julio Luna ,Venezuela,93.48,177.5,215.0,392.5,2000
9,Michel Batista ,Cuba,93.18,175.0,210.0,385.0,2000
10,Aleksander Karapetyan ,Australia,94.0,175.0,207.5,382.5,2000
11,Andriy Demchuk ,Ukraine,93.2,170.0,207.5,377.5,2000
12,Slavik Nyu ,Kazakhstan,92.46,175.0,200.0,375.0,2000
13,Andrey Makarov ,Kazakhstan,92.82,177.5,197.5,375.0,2000
14,Kiril Kounev ,Australia,93.32,170.0,205.0,375.0,2000
15,Bakhyt Akhmetov ,Kyrgyzstan,93.04,175.0,192.5,367.5,2000
16,Pavel Bazuk ,Belarus,90.34,167.5,197.5,365.0,2000
17,Lars Betker ,Germany,93.1,165.0,200.5,365.0,2000
18,Sergejs Lazovskis ,Latvia,93.22,155.0,200.0,355.0,2000
19,Darío Lecman ,Argentina,92.64,135.0,170.0,305.0,2000
1,Hossein Tavakkoli ,Iran,104.7,190.0,235.0,425.0,2000
2,Alan Tsagaev ,Bulgaria,104.48,187.5,235.0,422.5,2000
3,Said Saif Asaad ,Qatar,104.12,190.0,230.0,420.0,2000
4,Ihor Razoronov ,Ukraine,104.52,192.5,227.5,420.0,2000
5,Evgeny Chigishev ,Russia,104.38,190.0,225.0,415.0,2000
6,Alexandru Bratan ,Moldova,104.16,190.0,220.0,410.0,2000
7,Florin Vlad ,ROM,102.72,180.0,225.0,405.0,2000
8,Grzegorz Kleszcz ,Poland,104.68,185.0,220.0,405.0,2000
9,Mariusz Jędra ,Poland,104.52,175.0,215.0,390.0,2000
10,Boris Burov ,Ecuador,103.42,182.5,205.0,387.5,2000
11,Ramūnas Vyšniauskas ,Lithuania,104.16,175.0,210.0,385.0,2000
12,Moreno Boer ,Italy,104.92,165.0,200.0,365.0,2000
13,Tevita Kofe Ngalu ,Tonga,103.96,127.5,167.5,295.0,2000
1,Hossein Rezazadeh ,Iran,147.48,212.5,260.0,472.5,2000
2,Ronny Weller ,Germany,146.88,210.0,257.5,467.5,2000
3,Andrey Chemerkin ,Russia,174.84,202.5,260.0,462.5,2000
4,Jaber Saeed Salem ,Qatar,123.64,205.0,255.0,460.0,2000
5,Kim Tae-hyun ,South Korea,133.36,200.0,260.0,460.0,2000
6,Viktors Ščerbatihs ,Latvia,131.58,202.5,250.0,452.5,2000
7,Paweł Najdek ,Poland,134.64,185.0,240.0,425.0,2000
8,Tibor Stark ,Hungary,140.62,195.0,230.0,425.0,2000
9,Hennadiy Krasylnykov ,Ukraine,118.02,190.0,230.0,420.0,2000
10,Shane Hamman ,United States,163.22,195.0,225.0,420.0,2000
11,Artem Udachyn ,Ukraine,133.32,195.0,220.0,415.0,2000
12,Igor Khalilov ,Uzbekistan,140.12,185.0,225.0,410.0,2000
13,Jon Tecedor ,Spain,138.34,175.0,220.0,395.0,2000
14,Petr Sobotka ,Czech Republic,155.06,175.0,217.5,392.5,2000
15,Marius Alecu ,ROM,116.04,175.0,215.0,390.0,2000
16,Valeri Sarava ,Georgia,115.54,170.0,215.0,385.0,2000
17,Nigel Avery ,New Zealand,121.98,172.5,210.0,382.5,2000
18,Anthony Martin ,Australia,144.34,162.5,207.5,370.0,2000
19,Chris Rae ,Australia,132.02,155.0,205.0,360.0,2000
20,Alesana Sione ,American Samoa,130.18,160.0,197.5,357.5,2000
21,Plaiter Reyes ,Dominican Republic,137.0,157.5,195.0,352.5,2000
1,Tara Nott ,United States,47.48,82.5,102.5,185.0,2000
2,Raema Lisa Rumbewas ,Indonesia,47.98,80.0,105.0,185.0,2000
3,Sri Indriyani ,Indonesia,47.28,82.5,100.0,182.5,2000
4,Kay Thi Win ,Myanmar,47.48,80.0,100.0,180.0,2000
5,Robin Goad ,United States,47.66,77.5,100.0,177.5,2000
6,Kaori Niyanagi ,Japan,47.66,75.0,100.0,175.0,2000
7,Eva Giganti ,Italy,46.56,77.5,92.5,170.0,2000
8,Sabrina Richard ,France,46.88,70.0,87.5,157.5,2000
9,Maria Elisabete Jorge ,Brazil,47.4,60.0,75.0,135.0,2000
10,Dika Toua ,Papua New Guinea,47.36,50.0,67.5,117.5,2000
1,Yang Xia ,China,52.46,100.0,125.0,225.0,2000
2,Li Feng-ying ,Chinese Taipei,52.42,97.5,115.0,212.5,2000
3,Winarni Binti Slamet ,Indonesia,52.44,90.0,112.5,202.5,2000
4,Franca Gbodo ,Nigeria,52.0,85.0,110.0,195.0,2000
5,Swe Swe Win ,Myanmar,52.08,85.0,110.0,195.0,2000
6,Sanamacha Chanu ,India,52.16,85.0,110.0,195.0,2000
7,Mari Nakaga ,Japan,52.58,77.5,105.0,182.5,2000
