Rank,Athlete,Group,Bodyweight,1,2,3,Result,1.1,2.1,3.1,Result.1,Total,Year,Nation
17.0,Nopadol Wanwang (THA),B,107.33,135.0,140.0,145.0,140.0,172.5,177.5,180.0,177.5,317.5,1996,
18.0,Shirish Rummun (MRI),B,107.89,120.0,132.5,142.5,132.5,140.0,155.0,–,155.0,287.5,1996,
19.0,Ali Kavuma (UGA),B,106.95,105.0,110.0,115.0,110.0,140.0,145.0,150.0,150.0,260.0,1996,
,Sergey Flerko (RUS),A,107.9,180.0,185.0,185.0,185.0,220.0,220.0,225.0,–,–,1996,
,Mukhran Gogia (GEO),A,106.16,–,–,–,–,–,–,–,–,–,1996,
,Oleng Panatidis (GRE),B,107.88,170.0,170.0,170.0,–,–,–,–,–,–,1996,
,Ihor Razoronov (UKR),A,106.9,187.5,–,–,–,–,–,–,–,–,1996,
,Gennady Shchekalo (BLR),A,107.27,172.5,172.5,175.0,175.0,212.5,215.5,215.0,–,–,1996,
1.0,Andrei Chemerkin (RUS),A,165.47,190.0,197.5,202.5,197.5,240.0,250.0,260.0,260.0,457.5,1996,
2.0,Ronny Weller (GER),A,138.09,195.0,200.0,202.5,200.0,245.0,252.5,255.0,255.0,455.0,1996,
3.0,Stefan Botev (AUS),A,123.96,195.0,200.0,202.5,200.0,240.0,250.0,255.0,250.0,450.0,1996,
4.0,Kim Tae-hyun (KOR),A,133.3,190.0,190.0,195.0,190.0,240.0,247.5,257.5,247.5,437.5,1996,
5.0,Aleksandr Kurlovich (BLR),A,133.74,195.0,195.0,195.0,195.0,230.0,247.5,–,230.0,425.0,1996,
6.0,Manfred Nerlinger (GER),A,164.42,180.0,185.0,185.0,185.0,237.5,242.5,245.0,237.5,422.5,1996,
7.0,Pavlos Saltsidis (GRE),A,132.79,180.0,180.0,185.0,185.0,230.0,230.0,235.0,235.0,420.0,1996,
8.0,Tibor Stark (HUN),A,128.78,180.0,185.0,187.5,187.5,220.0,227.5,230.0,227.5,415.0,1996,
9.0,Raimonds Bergmanis (LAT),B,131.85,172.5,177.5,177.5,177.5,217.5,225.0,225.0,225.0,402.5,1996,
10.0,Stian Grimseth (NOR),A,141.96,180.0,180.0,187.5,180.0,220.0,225.0,225.0,220.0,400.0,1996,
11.0,Erdinç Aslan (TUR),B,138.08,165.0,170.0,175.0,170.0,210.0,220.0,227.5,227.5,397.5,1996,
12.0,Anders Bergström (SWE),B,131.21,170.0,175.0,175.0,175.0,212.5,220.0,225.0,220.0,395.0,1996,
13.0,Ashot Danielyan (ARM),B,148.53,170.0,177.5,180.0,177.5,210.0,215.0,217.5,217.5,395.0,1996,
14.0,Mark Henry (USA),A,184.92,175.0,182.5,185.0,175.0,202.5,–,–,202.5,377.5,1996,
15.0,Steve Kettner (AUS),B,136.38,160.0,165.0,170.0,170.0,190.0,200.0,205.0,205.0,375.0,1996,
16.0,Thomas Ingalsbe (USA),B,151.22,160.0,165.0,170.0,165.0,200.0,200.0,–,200.0,365.0,1996,
17.0,Sunil Lal Joshi (NEP),B,115.61,112.5,120.0,125.0,120.0,150.0,160.0,162.5,162.5,282.5,1996,
,Igor Khalilov (UZB),A,131.73,177.5,182.5,–,177.5,–,–,–,–,–,1996,
,Leonid Taranenko (BLR),A,150.55,–,–,–,–,–,–,–,–,–,1996,
1.0,Halil Mutlu (TUR),A,55.62,130.0,135.0,138.0,137.5,160.0,167.5,170.0,167.5,305.0,2000,
2.0,Wu Wenxiong (CHN),A,55.48,125.0,130.0,130.0,125.0,157.5,162.5,162.5,162.5,287.5,2000,
3.0,Zhang Xiangxiang (CHN),A,55.94,125.0,130.0,130.0,125.0,157.5,157.5,162.5,162.5,287.5,2000,
4,Wang Shin-yuan (TPE),A,55.38,125.0,127.5,127.5,125.0,155.0,160.0,162.5,160.0,285.0,2000,
5,Sergio Álvarez (CUB),A,55.66,120.0,120.0,125.0,120.0,150.0,155.0,160.0,155.0,275.0,2000,
6,Adrian Jigău (ROM),A,55.72,122.5,127.5,127.5,122.5,152.5,157.5,157.5,152.5,275.0,2000,
7,Vitali Dzerbianiou (BLR),B,55.96,115.0,120.0,125.0,125.0,145.0,150.0,155.0,150.0,275.0,2000,
8,Yang Chin-yi (TPE),A,55.58,120.0,125.0,127.5,120.0,150.0,150.0,155.0,150.0,270.0,2000,
9,Oleksandr Likhvald (UKR),A,55.86,120.0,125.0,125.0,120.0,150.0,155.0,155.0,155.0,270.0,2000,
10,Hwang Kyu-dong (KOR),A,55.94,110.0,110.0,115.0,115.0,142.5,147.5,152.5,152.5,267.5,2000,
11,Nelson Castro (COL),A,55.32,110.0,115.0,117.5,115.0,140.0,145.0,145.0,145.0,260.0,2000,
12,Luis Medrano (GUA),B,55.94,115.0,117.5,117.5,115.0,137.5,140.0,142.5,142.5,257.5,2000,
13,Koki Tagashira (JPN),B,55.44,107.5,112.5,117.5,112.5,135.0,140.0,142.5,140.0,252.5,2000,
14,Éric Bonnel (FRA),A,55.7,112.5,117.5,117.5,112.5,140.0,147.5,147.5,140.0,252.5,2000,
15,Yasuji Kikuzuma (JPN),B,55.82,105.0,105.0,105.0,105.0,140.0,140.0,145.0,145.0,250.0,2000,
16,Thandava Murthy Muthu (IND),B,55.9,105.0,110.0,112.5,110.0,130.0,135.0,135.0,135.0,245.0,2000,
17,Mehmet Yağcı (AUS),B,55.94,100.0,100.0,105.0,105.0,125.0,130.0,135.0,130.0,235.0,2000,
18,Orlando Vásquez (NCA),B,55.84,102.5,107.5,107.5,102.5,130.0,135.0,135.0,130.0,232.5,2000,
19,Gino Soupprayen (MRI),B,55.88,90.0,95.0,100.0,95.0,110.0,115.0,117.5,115.0,210.0,2000,
20,Martinho de Araújo (IOA),B,55.54,65.0,65.0,67.5,67.5,85.0,90.0,95.0,90.0,157.5,2000,
—,Manuel Minginfel (FSM),B,55.7,97.5,97.5,97.5,—,—,—,—,—,—,2000,
DQ,Ivan Ivanov (BUL),A,55.92,125.0,130.0,130.0,130.0,155.0,160.0,162.5,162.5,292.5,2000,
1.0,Nikolaj Pešalov (CRO),A,61.56,145.0,150.0,150.0,150.0,175.0,185.0,—,175.0,325.0,2000,
2.0,Leonidas Sabanis (GRE),A,61.3,142.5,147.5,150.0,147.5,170.0,175.0,175.0,170.0,317.5,2000,
3.0,Henadzi Aliashchuk (BLR),A,61.68,137.5,142.5,145.0,142.5,172.5,175.0,177.5,175.0,317.5,2000,
4,Le Maosheng (CHN),A,61.28,140.0,145.0,145.0,140.0,175.0,177.5,177.5,175.0,315.0,2000,
5,Mehdi Panzvan (IRI),A,61.52,140.0,140.0,145.0,140.0,162.5,172.5,172.5,162.5,302.5,2000,
6,Hiroshi Ikehata (JPN),B,61.78,135.0,140.0,140.0,135.0,165.0,172.5,172.5,165.0,300.0,2000,
7,Vladimir Popov (MDA),B,61.56,130.0,135.0,137.5,135.0,160.0,160.0,160.0,160.0,295.0,2000,
8,Elkhan Suleymanov (AZE),B,61.84,130.0,135.0,135.0,130.0,162.5,162.5,162.5,162.5,292.5,2000,
9,Yurik Sarkisyan (AUS),A,61.74,125.0,130.0,130.0,125.0,160.0,165.0,167.5,165.0,290.0,2000,
10,Zoltán Farkas (HUN),A,61.76,127.5,132.5,135.0,132.5,155.0,160.0,160.0,155.0,287.5,2000,
11,Marcus Stephen (NRU),A,61.6,115.0,122.5,127.5,122.5,152.5,162.5,167.5,162.5,285.0,2000,
12,Samson Matam (FRA),B,61.88,125.0,130.0,130.0,125.0,160.0,165.0,165.0,160.0,285.0,2000,
13,Dmitriy Lomakin (KAZ),B,61.92,125.0,130.0,132.5,132.5,150.0,155.0,155.0,150.0,282.5,2000,
14,Kim Young-tae (KOR),B,61.92,120.0,120.0,120.0,120.0,155.0,165.0,165.0,155.0,275.0,2000,
15,Sunday Mathias (NGR),B,61.24,110.0,115.0,120.0,115.0,150.0,155.0,155.0,150.0,265.0,2000,
—,Im Yong-su (PRK),B,61.7,130.0,132.5,137.5,137.5,167.5,167.5,170.0,—,—,2000,
—,Ümürbek Bazarbaýew (TKM),B,61.78,117.5,122.5,125.0,125.0,150.0,150.0,150.0,—,—,2000,
—,Aleksey Bortkov (RUS),A,61.82,130.0,130.0,130.0,—,—,—,—,—,—,2000,
—,Naim Süleymanoğlu (TUR),A,61.9,145.0,145.0,145.0,—,—,—,—,—,—,2000,
—,Chom Singnoi (THA),B,61.92,122.5,122.5,122.5,—,—,—,—,—,—,2000,
DQ,Sevdalin Minchev (BUL),A,61.56,140.0,145.0,145.0,140.0,172.5,172.5,177.5,177.5,317.5,2000,
1.0,Galabin Boevski (BUL),A,68.78,155.0,160.0,162.5,162.5,185.0,190.0,196.5,195.0,357.5,2000,
2.0,Georgi Markov (BUL),A,68.92,155.0,160.0,165.0,165.0,182.5,187.5,192.5,187.5,352.5,2000,
3.0,Siarhei Laurenau (BLR),A,68.42,152.5,157.5,163.0,157.5,182.5,187.5,187.5,182.5,340.0,2000,
4,Zhang Guozheng (CHN),A,68.64,150.0,150.0,152.5,152.5,185.0,185.0,190.0,185.0,337.5,2000,
5,Rudik Petrosyan (ARM),A,68.84,142.5,147.5,150.0,147.5,182.5,187.5,192.5,187.5,335.0,2000,
6,Valerios Leonidis (GRE),A,68.4,145.0,150.0,150.0,145.0,185.0,185.0,185.0,185.0,330.0,2000,
7,Lee Bae-young (KOR),A,68.64,142.5,142.5,147.5,142.5,180.0,187.5,187.5,187.5,330.0,2000,
8,Kim Hak-bong (KOR),A,68.84,142.5,147.5,150.0,147.5,180.0,182.5,182.5,182.5,330.0,2000,
9,Turan Mirzayev (AZE),B,68.5,140.0,145.0,147.5,147.5,175.0,180.0,182.5,180.0,327.5,2000,
10,Youssef Sbai (TUN),B,68.48,140.0,142.5,142.5,142.5,172.5,177.5,180.0,177.5,320.0,2000,
11,Yoshihisa Miyaji (JPN),B,68.92,145.0,145.0,150.0,150.0,170.0,175.0,175.0,170.0,320.0,2000,
12,François Demeure (BEL),B,68.58,140.0,140.0,145.0,140.0,170.0,175.0,175.0,170.0,310.0,2000,
13,Giuseppe Ficco (ITA),B,68.92,127.5,132.5,132.5,132.5,165.0,170.0,—,170.0,302.5,2000,
14,Yasin Arslan (TUR),B,68.2,130.0,135.0,137.5,135.0,160.0,165.0,170.0,165.0,300.0,2000,
15,Sébastien Groulx (CAN),B,68.3,125.0,130.0,132.5,130.0,160.0,167.5,172.5,167.5,297.5,2000,
16,Alexi Batista (PAN),B,68.48,112.5,112.5,112.5,112.5,130.0,130.0,130.0,130.0,242.5,2000,
—,Wan Jianhui (CHN),A,68.98,147.5,147.5,150.0,147.5,180.0,180.0,180.0,—,—,2000,
1.0,Zhan Xugang (CHN),A,76.2,160.0,165.0,165.0,160.0,202.5,207.5,—,207.5,367.5,2000,
2.0,Viktor Mitrou (GRE),A,76.48,160.0,165.0,167.5,165.0,195.0,200.0,202.5,202.5,367.5,2000,
3.0,Arsen Melikyan (ARM),A,76.68,162.5,167.5,167.5,167.5,197.5,202.5,202.5,197.5,365.0,2000,
4,Sergey Filimonov (KAZ),B,76.9,162.5,162.5,167.5,167.5,190.0,195.0,200.0,195.0,362.5,2000,
5,Ilirjan Suli (ALB),A,76.66,162.5,167.5,167.5,162.5,192.5,200.0,—,192.5,355.0,2000,
6,Jon Chol-ho (PRK),B,76.58,160.0,162.5,162.5,162.5,190.0,195.0,200.0,190.0,352.5,2000,
7,Ingo Steinhöfel (GER),B,76.58,155.0,160.0,160.0,160.0,190.0,195.0,195.0,190.0,350.0,2000,
8,Dmytro Hnidenko (UKR),A,76.58,160.0,165.0,165.0,160.0,190.0,195.0,—,190.0,350.0,2000,
9,Idalberto Aranda (CUB),B,76.86,145.0,150.0,155.0,150.0,200.0,200.0,208.0,200.0,350.0,2000,
10,Mehmet Yılmaz (TUR),B,76.6,155.0,155.0,160.0,160.0,180.0,187.5,192.5,187.5,347.5,2000,
11,Ruslan Savchenko (UKR),B,76.9,150.0,157.5,162.5,157.5,180.0,185.0,185.0,180.0,337.5,2000,
12,Oscar Chaplin (USA),B,76.84,150.0,155.0,155.0,155.0,180.0,190.0,190.0,180.0,335.0,2000,
13,Ayhan Çiçek (TUR),B,76.88,140.0,145.0,150.0,145.0,175.0,180.0,185.0,180.0,325.0,2000,
14,Damian Brown (AUS),B,76.8,145.0,145.0,150.0,145.0,170.0,170.0,175.0,175.0,320.0,2000,
15,Carlos Saurí (PUR),B,76.92,140.0,145.0,145.0,140.0,165.0,165.0,165.0,165.0,305.0,2000,
16,Joseph Bellon (SLE),B,76.48,90.0,92.5,95.0,95.0,100.0,102.5,105.0,105.0,200.0,2000,
—,Mohammad Hossein Barkhah (IRI),A,76.16,157.5,157.5,160.0,—,—,—,—,—,—,2000,
—,Adrián Popa (HUN),B,76.54,—,—,—,—,—,—,—,—,—,2000,
1.0,Pyrros Dimas (GRE),A,84.06,175.0,175.0,175.0,175.0,210.0,215.0,218.5,215.0,390.0,2000,
2.0,Marc Huster (GER),A,84.22,172.5,177.5,177.5,177.5,205.0,210.0,212.5,212.5,390.0,2000,
3.0,Giorgi Asanidze (GEO),A,84.7,175.0,175.0,180.0,180.0,210.0,215.0,215.0,210.0,390.0,2000,
4,Krzysztof Siemion (POL),A,84.46,162.5,167.5,167.5,167.5,202.5,207.5,212.5,212.5,380.0,2000,
5,Gagik Khachatryan (ARM),A,84.68,170.0,175.0,180.0,175.0,200.0,205.0,210.0,205.0,380.0,2000,
6,Sergo Chakhoyan (AUS),A,82.4,170.0,175.0,177.5,175.0,202.5,207.5,207.5,202.5,377.5,2000,
7,Christos Spyrou (GRE),A,83.2,170.0,175.0,175.0,170.0,205.0,205.0,210.0,205.0,375.0,2000,
8,Ernesto Quiroga (CUB),B,84.8,157.5,162.5,165.0,165.0,202.5,207.5,210.0,210.0,375.0,2000,
9,Mariusz Rytkowski (POL),B,84.64,160.0,165.0,170.0,170.0,200.0,205.0,205.0,200.0,370.0,2000,
10,Valeriu Calancea (ROM),A,84.74,155.0,160.0,162.5,160.0,195.0,205.0,205.0,205.0,365.0,2000,
11,Joel Mackenzie (CUB),B,84.86,157.5,162.5,165.0,165.0,192.5,197.5,200.0,200.0,365.0,2000,
12,Nizami Pashayev (AZE),B,84.16,155.0,166.0,166.0,155.0,197.5,203.5,203.5,202.5,357.5,2000,
13,Yury Myshkovets (RUS),A,84.82,162.5,167.5,167.5,162.5,180.0,192.5,197.5,192.5,355.0,2000,
14,Bakhtiyor Nurullaev (UZB),B,84.42,150.0,155.0,160.0,160.0,180.0,187.5,192.5,192.5,352.5,2000,
15,Mohamed Mousa (EGY),B,84.62,155.0,160.0,162.5,160.0,185.0,185.0,192.5,192.5,352.5,2000,
16,Mital Sharipov (KGZ),B,84.54,155.0,160.0,160.0,155.0,185.0,190.0,197.5,190.0,345.0,2000,
17,Sergio Mannironi (ITA),B,83.18,150.0,150.0,155.0,150.0,180.0,190.0,190.0,180.0,330.0,2000,
18,Ofisa Ofisa (SAM),B,84.8,135.0,140.0,140.0,135.0,175.0,180.0,180.0,175.0,310.0,2000,
19,Khodor Alaywan (LIB),B,81.56,130.0,135.0,135.0,130.0,150.0,160.0,165.0,160.0,290.0,2000,
—,Shahin Nassirinia (IRI),A,85.0,175.0,—,—,—,—,—,—,—,—,2000,
1.0,Akakios Kakiasvilis (GRE),A,92.06,180.0,185.0,187.5,185.0,220.0,—,—,220.0,405.0,2000,
2.0,Szymon Kołecki (POL),A,93.58,175.0,180.0,182.5,182.5,222.5,227.5,—,222.5,405.0,2000,
3.0,Aleksey Petrov (RUS),A,93.3,180.0,180.0,180.0,180.0,220.0,222.5,227.5,222.5,402.5,2000,
4.0,Kourosh Bagheri (IRI),A,93.42,180.0,187.5,190.0,187.5,215.0,220.0,220.0,215.0,402.5,2000,
5.0,Vadim Vacarciuc (MDA),A,92.66,172.5,177.5,180.0,177.5,220.0,220.0,225.0,220.0,397.5,2000,
6.0,Zoltán Kovács (HUN),A,94.0,172.5,177.5,180.0,180.0,210.0,217.5,—,217.5,397.5,2000,
7.0,Bünyamin Sudaş (TUR),A,93.36,175.0,175.0,177.5,177.5,215.0,220.0,225.0,215.0,392.5,2000,
8.0,Julio Luna (VEN),A,93.48,170.0,175.0,177.5,177.5,215.0,220.0,220.0,215.0,392.5,2000,
9.0,Michel Batista (CUB),B,93.18,170.0,175.0,180.0,175.0,205.0,205.0,210.0,210.0,385.0,2000,
10.0,Aleksander Karapetyan (AUS),B,94.0,170.0,175.0,180.0,175.0,207.5,212.5,212.5,207.5,382.5,2000,
11.0,Andriy Demchuk (UKR),A,93.2,170.0,170.0,175.0,170.0,207.5,212.5,212.5,207.5,377.5,2000,
12.0,Slavik Nyu (KAZ),B,92.46,170.0,175.0,175.0,175.0,195.0,200.0,202.5,200.0,375.0,2000,
13.0,Andrey Makarov (KAZ),B,92.82,165.0,170.0,177.5,177.5,190.0,197.5,202.5,197.5,375.0,2000,
14.0,Kiril Kounev (AUS),B,93.32,165.0,170.0,172.5,170.0,205.0,212.5,212.5,205.0,375.0,2000,
15.0,Bakhyt Akhmetov (KGZ),B,93.04,165.0,170.0,175.0,175.0,192.5,200.0,202.5,192.5,367.5,2000,
16.0,Pavel Bazuk (BLR),B,90.34,162.5,167.5,170.0,167.5,197.5,202.5,202.5,197.5,365.0,2000,
17.0,Lars Betker (GER),B,93.1,165.0,165.0,170.0,165.0,200.0,207.5,212.5,200.5,365.0,2000,
18.0,Sergejs Lazovskis (LAT),B,93.22,155.0,160.0,160.0,155.0,200.0,205.0,205.0,200.0,355.0,2000,
19.0,Darío Lecman (ARG),B,92.64,135.0,—,—,135.0,170.0,—,—,170.0,305.0,2000,
1.0,Hossein Tavakkoli (IRI),A,104.7,190.0,195.0,195.0,190.0,230.0,235.0,235.0,235.0,425.0,2000,
2.0,Alan Tsagaev (BUL),A,104.48,180.0,185.0,187.5,187.5,230.0,235.0,237.5,235.0,422.5,2000,
3.0,Said Saif Asaad (QAT),A,104.12,185.0,190.0,190.0,190.0,225.0,230.0,235.0,230.0,420.0,2000,
4,Ihor Razoronov (UKR),A,104.52,192.5,192.5,195.0,192.5,227.5,232.5,232.5,227.5,420.0,2000,
5,Evgeny Chigishev (RUS),A,104.38,180.0,187.5,190.0,190.0,217.5,225.0,230.0,225.0,415.0,2000,
6,Alexandru Bratan (MDA),B,104.16,190.0,195.0,195.0,190.0,220.0,220.0,220.0,220.0,410.0,2000,
7,Florin Vlad (ROM),B,102.72,175.0,180.0,185.0,180.0,215.0,220.0,225.0,225.0,405.0,2000,
8,Grzegorz Kleszcz (POL),A,104.68,180.0,185.0,190.0,185.0,220.0,227.5,227.5,220.0,405.0,2000,
9,Mariusz Jędra (POL),A,104.52,175.0,180.0,180.0,175.0,215.0,215.0,220.0,215.0,390.0,2000,
10,Boris Burov (ECU),B,103.42,175.0,182.5,185.0,182.5,205.0,210.0,210.0,205.0,387.5,2000,
11,Ramūnas Vyšniauskas (LTU),B,104.16,175.0,175.0,175.0,175.0,210.0,215.0,215.0,210.0,385.0,2000,
12,Moreno Boer (ITA),B,104.92,165.0,165.0,172.5,165.0,200.0,210.0,210.0,200.0,365.0,2000,
13,Tevita Kofe Ngalu (TGA),B,103.96,122.5,127.5,130.0,127.5,162.5,167.5,167.5,167.5,295.0,2000,
—,Anatoly Khrapaty (KAZ),B,103.06,177.5,177.5,177.5,—,—,—,—,—,—,2000,
—,Abdulaziz Alpak (TUR),B,103.14,165.0,175.0,180.0,175.0,210.0,210.0,210.0,—,—,2000,
—,Denys Hotfrid (UKR),A,103.88,190.0,195.0,195.0,190.0,230.0,230.0,230.0,—,—,2000,
—,Choi Jong-keun (KOR),A,104.38,180.0,180.0,180.0,—,—,—,—,—,—,2000,
—,Péter Tamton (HUN),B,104.4,175.0,180.0,180.0,175.0,215.0,215.0,—,—,—,2000,
—,Thomas Yule (GBR),B,104.46,155.0,155.0,155.0,—,—,—,—,—,—,2000,
—,Mukhran Gogia (GEO),A,104.5,190.0,—,—,—,—,—,—,—,—,2000,
—,Evgeny Shishlyannikov (RUS),A,104.86,187.5,192.5,192.5,187.5,215.0,—,—,—,—,2000,
1.0,Hossein Rezazadeh (IRI),A,147.48,205.0,210.0,212.5,212.5,250.0,255.0,260.0,260.0,472.5,2000,
2.0,Ronny Weller (GER),A,146.88,200.0,207.5,210.0,210.0,250.0,257.5,262.5,257.5,467.5,2000,
3.0,Andrey Chemerkin (RUS),A,174.84,190.0,200.0,202.5,202.5,250.0,260.0,272.5,260.0,462.5,2000,
4,Jaber Saeed Salem (QAT),A,123.64,200.0,205.0,210.0,205.0,250.0,255.0,260.0,255.0,460.0,2000,
5,Kim Tae-hyun (KOR),A,133.36,195.0,195.0,200.0,200.0,245.0,260.0,265.0,260.0,460.0,2000,
6,Viktors Ščerbatihs (LAT),A,131.58,197.5,202.5,202.5,202.5,242.5,250.0,257.5,250.0,452.5,2000,
7,Paweł Najdek (POL),A,134.64,180.0,185.0,185.0,185.0,240.0,245.0,250.0,240.0,425.0,2000,
8,Tibor Stark (HUN),B,140.62,180.0,190.0,195.0,195.0,220.0,230.0,—,230.0,425.0,2000,
9,Hennadiy Krasylnykov (UKR),A,118.02,190.0,197.5,197.5,190.0,230.0,240.0,—,230.0,420.0,2000,
10,Shane Hamman (USA),B,163.22,185.0,190.0,195.0,195.0,225.0,232.5,232.5,225.0,420.0,2000,
11,Artem Udachyn (UKR),A,133.32,185.0,190.0,195.0,195.0,220.0,220.0,230.0,220.0,415.0,2000,
12,Igor Khalilov (UZB),B,140.12,185.0,190.0,190.0,185.0,225.0,235.0,—,225.0,410.0,2000,
13,Jon Tecedor (ESP),B,138.34,170.0,175.0,180.0,175.0,210.0,215.0,220.0,220.0,395.0,2000,
14,Petr Sobotka (CZE),B,155.06,170.0,175.0,180.0,175.0,210.0,215.0,217.5,217.5,392.5,2000,
15,Marius Alecu (ROM),B,116.04,165.0,170.0,175.0,175.0,215.0,220.0,220.0,215.0,390.0,2000,
16,Valeri Sarava (GEO),B,115.54,170.0,170.0,177.5,170.0,210.0,215.0,220.0,215.0,385.0,2000,
17,Nigel Avery (NZL),B,121.98,162.5,167.5,172.5,172.5,200.0,205.0,210.0,210.0,382.5,2000,
18,Anthony Martin (AUS),B,144.34,157.5,162.5,162.5,162.5,200.0,207.5,215.0,207.5,370.0,2000,
19,Chris Rae (AUS),B,132.02,155.0,160.0,160.0,155.0,195.0,205.0,212.5,205.0,360.0,2000,
20,Alesana Sione (ASA),B,130.18,160.0,160.0,167.5,160.0,190.0,197.5,197.5,197.5,357.5,2000,
21,Plaiter Reyes (DOM),B,137.0,157.5,162.5,162.5,157.5,195.0,—,—,195.0,352.5,2000,
—,Hisaya Yoshimoto (JPN),B,112.4,170.0,180.0,182.5,180.0,—,—,—,—,—,2000,
—,Raimonds Bergmanis (LAT),B,137.58,180.0,—,—,—,—,—,—,—,—,2000,
DQ,Ashot Danielyan (ARM),A,160.62,200.0,205.0,207.5,207.5,250.0,257.5,262.5,257.5,465.0,2000,
1.0,Tara Nott (USA),A,47.48,80.0,82.5,82.5,82.5,100.0,102.5,105.0,102.5,185.0,2000,
2.0,Raema Lisa Rumbewas (INA),A,47.98,80.0,85.0,85.0,80.0,102.5,105.0,107.5,105.0,185.0,2000,
3.0,Sri Indriyani (INA),A,47.28,80.0,82.5,82.5,82.5,100.0,100.0,100.0,100.0,182.5,2000,
4,Kay Thi Win (MYA),A,47.48,80.0,85.0,85.0,80.0,100.0,105.0,105.0,100.0,180.0,2000,
5,Robin Goad (USA),A,47.66,77.5,80.0,80.0,77.5,95.0,100.0,105.0,100.0,177.5,2000,
6,Kaori Niyanagi (JPN),A,47.66,75.0,80.0,80.0,75.0,100.0,100.0,105.0,100.0,175.0,2000,
7,Eva Giganti (ITA),A,46.56,77.5,77.5,77.5,77.5,92.5,95.0,95.0,92.5,170.0,2000,
8,Sabrina Richard (FRA),A,46.88,70.0,72.5,75.0,70.0,87.5,92.5,92.5,87.5,157.5,2000,
9,Maria Elisabete Jorge (BRA),A,47.4,55.0,60.0,60.0,60.0,75.0,80.0,80.0,75.0,135.0,2000,
10,Dika Toua (PNG),A,47.36,45.0,45.0,50.0,50.0,62.5,67.5,72.5,67.5,117.5,2000,
—,Donka Mincheva (BUL),A,47.62,80.0,80.0,82.5,—,—,—,—,—,—,2000,
DQ,Izabela Dragneva (BUL),A,47.78,80.0,85.0,85.0,85.0,100.0,105.0,—,105.0,190.0,2000,
1.0,Yang Xia (CHN),A,52.46,95.0,97.5,100.0,100.0,122.5,125.0,—,125.0,225.0,2000,
2.0,Li Feng-ying (TPE),A,52.42,92.5,98.0,100.0,97.5,115.0,125.0,127.5,115.0,212.5,2000,
3.0,Winarni Binti Slamet (INA),A,52.44,85.0,85.0,90.0,90.0,105.0,110.0,112.5,112.5,202.5,2000,
4.0,Franca Gbodo (NGR),A,52.0,85.0,90.0,90.0,85.0,105.0,110.0,117.5,110.0,195.0,2000,
5.0,Swe Swe Win (MYA),A,52.08,85.0,87.5,87.5,85.0,105.0,110.0,117.5,110.0,195.0,2000,
6.0,Sanamacha Chanu (IND),A,52.16,80.0,85.0,87.5,85.0,105.0,110.0,117.5,110.0,195.0,2000,
7.0,Mari Nakaga (JPN),A,52.58,77.5,77.5,77.5,77.5,105.0,110.0,110.0,105.0,182.5,2000,
8.0,Marioara Munteanu (ROM),A,53.0,75.0,80.0,82.5,82.5,92.5,97.5,102.5,97.5,180.0,2000,
9.0,Karla Fernández (VEN),A,52.6,80.0,80.0,85.0,80.0,95.0,95.0,95.0,95.0,175.0,2000,
10.0,Tarana Abbasova (AZE),A,52.78,70.0,75.0,75.0,75.0,85.0,90.0,92.5,90.0,165.0,2000,
1.0,Soraya Jiménez (MEX),A,56.92,90.0,92.5,95.0,95.0,117.5,122.5,127.5,127.5,222.5,2000,
2.0,Ri Song-hui (PRK),A,53.9,95.0,97.5,—,97.5,120.0,122.5,122.5,122.5,220.0,2000,
3.0,Khassaraporn Suta (THA),A,56.84,90.0,92.5,95.0,92.5,117.5,117.5,122.5,117.5,210.0,2000,
4,Maryse Turcotte (CAN),A,57.28,87.5,90.0,90.0,90.0,115.0,122.5,122.5,115.0,205.0,2000,
5,Aleksandra Klejnowska (POL),A,57.16,85.0,90.0,92.5,90.0,112.5,112.5,112.5,112.5,202.5,2000,
6,Khin Moe Nwe (MYA),A,57.12,90.0,92.5,92.5,90.0,110.0,110.0,110.0,110.0,200.0,2000,
7,Nataliya Skakun (UKR),A,57.66,80.0,85.0,87.5,85.0,105.0,110.0,112.5,112.5,197.5,2000,
8,Hanna Batsiushka (BLR),A,57.68,85.0,90.0,90.0,90.0,102.5,107.5,112.5,107.5,197.5,2000,
9,Dagmar Daneková (SVK),A,56.74,82.5,82.5,85.0,82.5,100.0,105.0,—,105.0,187.5,2000,
10,Natasha Barker (AUS),A,57.52,77.5,77.5,82.5,77.5,97.5,102.5,105.0,102.5,180.0,2000,
11,Ingeborg Marx (BEL),A,57.48,72.5,77.5,82.5,77.5,100.0,100.0,105.0,100.0,177.5,2000,
12,Meagan Warthold (AUS),A,57.14,75.0,80.0,80.0,75.0,95.0,100.0,102.5,100.0,175.0,2000,
13,Sophia Vandagne (SEY),A,57.14,67.5,72.5,72.5,72.5,87.5,92.5,92.5,87.5,160.0,2000,
14,Leila Lassouani (ALG),A,57.6,60.0,65.0,67.5,60.0,82.5,87.5,87.5,82.5,142.5,2000,
15,Melissa Fejeran (GUM),A,57.8,50.0,55.0,57.5,57.5,70.0,75.0,77.5,75.0,132.5,2000,
—,Evelyn Ebhomien (NGR),A,56.86,87.5,92.5,95.0,92.5,117.5,117.5,117.5,—,—,2000,
—,Yuriko Takahashi (JPN),A,57.32,80.0,85.0,87.5,85.0,110.0,110.0,112.5,—,—,2000,
