Rank,Athlete,Group,Bodyweight,1,2,3,Result,1.1,2.1,3.1,Result.1,Total,Year,Nation
DQ,Maiya Maneza (KAZ),A,62.12,—,—,—,—,—,—,—,—,—,2008,
1.0,Oxana Slivenko (RUS),A,68.47,110,115,115,115,136,140,—,140,255,2008,
2.0,Leydi Solís (COL),A,67.54,99,103,105,105,125,132,135,135,240,2008,
3.0,Abeer Abdelrahman (EGY),A,69.0,100,105,105,105,133,133,136,133,238,2008,
4,Tulia Medina (COL),A,68.63,100,104,106,106,120,124,124,124,230,2008,
5,Hanna Batsiushka (BLR),A,68.65,105,110,110,105,120,126,126,120,225,2008,
6,Rika Saito (JPN),A,68.65,87,87,90,87,115,120,122,122,209,2008,
—,Iriner Jiménez (VEN),A,65.33,87,90,93,90,120,120,120,—,—,2008,
—,Hong Yong-ok (PRK),A,68.07,103,103,103,—,—,—,—,—,—,2008,
DQ,Liu Chunhong (CHN),A,68.87,120,125,128,128,145,149,158,158,286,2008,
DQ,Nataliya Davydova (UKR),A,68.63,110,113,115,115,130,133,135,135,250,2008,
1.0,Alla Vazhenina (KAZ),A,73.88,115,115,119,119,141,145,147,147,266,2008,
2.0,Lidia Valentín (ESP),A,74.42,110,110,115,115,130,135,138,135,250,2008,
3.0,Damaris Aguirre (MEX),A,74.82,103,106,109,109,130,135,136,136,245,2008,
4,Ubaldina Valoyes (COL),A,73.3,105,110,110,110,130,134,138,134,244,2008,
5,Jeane Lassen (CAN),A,74.42,105,105,110,105,130,135,140,135,240,2008,
6,Nadiya Myronyuk (UKR),A,74.11,102,105,105,105,125,127,132,132,237,2008,
7,Yuliya Novakovich (BLR),A,74.19,105,110,110,110,115,122,127,127,237,2008,
8,Elizabeth Poblete (CHI),A,74.43,86,91,93,91,106,111,111,106,197,2008,
DQ,Cao Lei (CHN),A,73.16,120,125,128,128,147,154,159,154,282,2008,
DQ,Nadezhda Evstyukhina (RUS),A,73.33,112,117,117,117,138,143,147,147,264,2008,
DQ,Iryna Kulesha (BLR),A,74.78,112,116,118,118,128,133,137,137,255,2008,
DQ,Hripsime Khurshudyan (ARM),A,74.74,100,105,110,105,125,130,130,130,235,2008,
1.0,Jang Mi-ran (KOR),A,116.75,130,136,140,140,175,183,186,186,326,2008,
2.0,Ele Opeloge (SAM),A,123.89,113,116,119,119,145,150,152,150,269,2008,
3.0,Mariam Usman (NGR),A,115.3,115,115,120,115,145,150,156,150,265,2008,
4,Cheryl Haworth (USA),A,136.29,112,115,118,115,140,144,150,144,259,2008,
5,Yuliya Dovhal (UKR),A,96.05,114,114,118,118,140,140,147,140,258,2008,
6,Deborah Lovely (AUS),A,94.19,109,113,115,113,135,135,140,135,248,2008,
7,Victoria Mavridou (GRE),A,102.15,100,105,110,105,121,126,128,126,231,2008,
8,Cristina Cornejo (PER),A,117.5,93,97,99,97,123,128,130,128,225,2008,
—,Eva Dimas (ESA),A,86.85,100,105,105,105,125,127,127,—,—,2008,
DQ,Olha Korobka (UKR),A,166.97,120,124,127,124,150,153,—,153,277,2008,
DQ,Mariya Grabovetskaya (KAZ),A,112.93,115,115,120,120,145,150,150,150,270,2008,
1.0,Om Yun-chol (PRK),B,55.76,120,125,125,125,160,165,168,168,293,2012,
2.0,Wu Jingbiao (CHN),A,55.91,130,130,133,133,156,156,161,156,289,2012,
3.0,Trần Lê Quốc Toàn (VIE),A,55.84,125,125,125,125,155,159,162,159,284,2012,
4,Jadi Setiadi (INA),B,55.48,121,125,127,127,150,150,156,150,277,2012,
5,José Montes (MEX),A,55.8,112,116,116,112,150,157,160,157,269,2012,
6,Sergio Rada (COL),A,55.89,118,118,121,118,148,151,155,151,269,2012,
7,Carlos Berna (COL),A,55.55,115,115,118,118,150,153,153,150,268,2012,
8,Sin Chol-bom (PRK),B,55.72,110,110,113,113,145,150,150,145,258,2012,
9,Yasmani Romero (CUB),B,55.95,112,112,116,112,142,146,146,146,258,2012,
10,Tom Goegebuer (BEL),B,55.88,111,115,117,115,132,137,138,132,247,2012,
11,Manueli Tulo (FIJ),B,55.77,100,105,110,105,128,132,132,128,233,2012,
12,Mirco Scarantino (ITA),B,55.42,97,97,97,97,123,128,132,128,225,2012,
—,Sergio Álvarez (CUB),A,55.96,117,121,125,121,150,150,150,—,—,2012,
—,Bekzat Osmonaliev (KGZ),A,55.93,120,125,127,127,147,147,147,—,—,2012,
—,Ruslan Makarov (UZB),A,55.96,117,117,119,117,145,145,145,—,—,2012,
—,Khalil El-Maaoui (TUN),A,55.39,127,130,132,132,—,—,—,—,—,2012,
DQ,Valentin Hristov (AZE),A,55.84,123,127,130,127,154,158,159,159,286,2012,
DQ,Florin Croitoru (ROU),A,55.9,121,125,125,121,145,145,147,147,268,2012,
1.0,Kim Un-guk (PRK),A,61.77,145,150,153,153,170,174,174,174,327,2012,
2.0,Óscar Figueroa (COL),A,61.76,137,140,142,140,177,177,177,177,317,2012,
3.0,Eko Yuli Irawan (INA),A,61.89,138,142,145,145,168,168,172,172,317,2012,
4,Zhang Jie (CHN),A,61.86,140,145,145,140,174,178,178,174,314,2012,
5,Hurşit Atak (TUR),A,61.93,130,134,134,130,166,166,172,172,302,2012,
6,Ümürbek Bazarbaýew (TKM),A,61.95,135,135,139,135,162,165,167,167,302,2012,
7,Muhammad Hasbi (INA),B,61.81,130,135,138,138,163,171,171,163,301,2012,
8,Ahmed Saad (EGY),B,61.63,125,130,130,130,158,162,165,162,292,2012,
9,Manuel Minginfel (FSM),B,61.86,122,127,130,127,158,158,158,158,285,2012,
10,Julio Salamanca (ESA),B,61.03,110,115,115,110,150,150,155,150,260,2012,
11,Tuau Lapua Lapua (TUV),B,61.62,104,108,111,108,126,131,135,135,243,2012,
12,Charles Ssekyaaya (UGA),B,61.47,100,105,108,105,130,135,140,130,235,2012,
13,Stevick Patris (PLW),B,61.34,100,104,108,104,125,130,132,130,234,2012,
—,Ji Hun-min (KOR),A,61.57,135,140,142,135,160,165,165,—,—,2012,
DQ,Erol Bilgin (TUR),A,61.9,135,139,140,135,165,165,169,165,300,2012,
1.0,Lin Qingfeng (CHN),A,67.79,152,155,157,157,182,187,198,187,344,2012,
2.0,Triyatno (INA),A,68.88,145,150,150,145,181,186,188,188,333,2012,
3.0,Kim Myong-hyok (PRK),B,68.78,140,145,145,145,177,184,187,184,329,2012,
4,Junior Sánchez (VEN),B,68.67,145,148,148,148,172,176,180,180,328,2012,
5,Won Jeong-sik (KOR),A,68.73,144,147,147,144,178,186,187,178,322,2012,
6,Briken Calja (ALB),A,68.96,143,146,146,143,173,174,177,177,320,2012,
7,Mohamed Abdelbaki (EGY),A,68.97,141,145,145,145,171,176,176,171,316,2012,
8,Kim Kum-sok (PRK),A,68.61,140,140,145,140,175,181,181,175,315,2012,
9,Deni (INA),A,67.63,140,140,145,140,170,171,177,171,311,2012,
10,Daniýar Ysmaýylow (TKM),B,68.06,140,145,150,145,160,165,170,165,310,2012,
11,Doyler Sánchez (COL),B,68.11,135,138,140,138,170,170,174,170,308,2012,
12,Katulu Ravi Kumar (IND),B,68.67,136,141,141,136,167,176,176,167,303,2012,
13,Atthaphon Daengchanthuek (THA),B,68.83,130,135,135,130,165,170,170,170,300,2012,
14,Gareth Evans (GBR),B,68.31,125,130,133,130,153,158,160,158,288,2012,
15,Bünyamin Sezer (TUR),B,66.95,120,125,130,130,135,145,153,145,275,2012,
—,Arakel Mirzoyan (ARM),A,68.73,148,148,151,148,177,177,181,—,—,2012,
—,Daniel Godelli (ALB),A,68.49,142,145,145,—,—,—,—,—,—,2012,
—,Afgan Bayramov (AZE),A,68.54,142,142,142,—,—,—,—,—,—,2012,
—,Bakhram Mendibaev (UZB),B,68.69,135,135,135,—,—,—,—,—,—,2012,
—,Vencelas Dabaya (FRA),A,68.66,135,135,135,—,—,—,—,—,—,2012,
—,Bernardin Matam (FRA),A,68.32,143,143,144,—,—,—,—,—,—,2012,
DQ,Răzvan Martin (ROU),A,68.61,149,152,152,152,177,180,182,180,332,2012,
DQ,Mete Binay (TUR),A,68.7,150,150,153,150,175,180,180,175,325,2012,
DQ,Sardar Hasanov (AZE),B,68.77,138,145,150,145,167,176,181,176,321,2012,
1.0,Lü Xiaojun (CHN),A,76.62,170,175,177,175,195,204,204,204,379,2012,
2.0,Lu Haojie (CHN),A,76.37,170,175,—,170,190,191,—,190,360,2012,
3.0,Iván Cambar (CUB),A,76.7,150,155,160,155,190,194,—,194,349,2012,
4,Chatuphum Chinnawong (THA),A,76.64,157,161,162,157,191,195,195,191,348,2012,
5,Ibrahim Ramadan (EGY),A,76.79,150,155,155,155,192,192,197,192,347,2012,
6,Andrés Mata (ESP),B,76.93,145,150,153,150,183,188,190,188,338,2012,
7,Krzysztof Zwarycz (POL),A,76.97,150,153,154,150,182,182,189,182,332,2012,
8,Felix Ekpo (NGR),B,76.23,146,151,151,151,180,188,188,180,331,2012,
9,Kirill Pavlov (KAZ),B,76.77,138,143,147,147,165,175,175,175,322,2012,
10,Jack Oliver (GBR),B,76.45,135,135,140,140,160,165,170,170,310,2012,
11,Toafitu Perive (SAM),B,75.95,117,122,125,122,157,163,167,167,289,2012,
—,Sa Jae-hyouk (KOR),A,76.56,158,162,—,158,—,—,—,—,—,2012,
1.0,Adrian Zieliński (POL),A,84.62,170,174,176,174,206,206,211,211,385,2012,
2.0,Kianoush Rostami (IRI),A,84.35,171,174,174,171,209,214,214,209,380,2012,
3.0,Tarek Yehia (EGY),A,84.7,160,165,167,165,205,210,216,210,375,2012,
4,Ivan Markov (BUL),A,84.71,168,172,172,172,203,209,209,203,375,2012,
5,Ragab Abdelhay (EGY),A,84.81,161,165,167,165,202,207,210,207,372,2012,
6,Yoelmis Hernández (CUB),A,82.28,158,158,163,163,205,210,210,205,368,2012,
7,Kendrick Farris (USA),B,84.7,150,150,155,155,190,200,208,200,355,2012,
8,Sherzodjon Yusupov (UZB),B,84.72,150,155,159,155,180,195,195,195,350,2012,
9,Pitaya Tibnoke (THA),B,84.47,152,156,156,152,193,196,202,196,348,2012,
10,Safaa Rashed (IRQ),B,83.01,145,150,156,150,195,195,200,195,345,2012,
11,Richie Patterson (NZL),B,84.46,150,150,154,150,183,186,195,186,336,2012,
12,Steven Kari (PNG),B,84.74,135,140,145,140,175,180,185,180,320,2012,
13,Nezir Sağır (TUR),B,83.45,130,130,140,140,160,170,175,175,315,2012,
—,Mansur Rejepow (TKM),B,84.57,160,165,168,160,188,188,190,—,—,2012,
—,Lu Yong (CHN),A,84.54,175,178,180,178,205,205,205,—,—,2012,
—,Sohrab Moradi (IRI),A,84.19,166,166,166,—,—,—,—,—,—,2012,
—,Benjamin Hennequin (FRA),A,84.44,163,163,163,—,—,—,—,—,—,2012,
—,Ara Khachatryan (ARM),B,84.74,165,165,165,—,—,—,—,—,—,2012,
—,Andrei Rybakou (BLR),A,84.09,175,175,180,—,—,—,—,—,—,2012,
DQ,Apti Aukhadov (RUS),A,84.75,169,173,175,175,205,210,212,210,385,2012,
DQ,Mikalai Novikau (BLR),B,84.71,163,167,170,167,192,196,200,196,363,2012,
DQ,Rauli Tsirekidze (GEO),B,84.49,162,167,167,162,195,200,202,200,362,2012,
DQ,Gabriel Sîncrăian (ROU),A,84.07,167,167,167,—,—,—,—,—,—,2012,
1.0,Saeid Mohammadpour (IRI),A,94.0,177,180,183,183,219,224,226,219,402,2012,
2.0,Kim Min-jae (KOR),A,93.68,178,182,185,185,210,220,221,210,395,2012,
3.0,Tomasz Zieliński (POL),B,93.61,167,172,175,175,208,210,215,210,385,2012,
4,Aliaksandr Makaranka (BLR),B,93.65,165,170,175,175,200,205,209,209,384,2012,
5,Kostyantyn Piliyev (UKR),B,93.59,160,166,166,166,200,206,206,206,372,2012,
6,David Kavelasvili (GRE),B,93.21,165,170,173,170,200,205,205,200,370,2012,
7,Abbas Al-Qaisoum (KSA),B,93.06,140,150,155,155,171,180,185,180,335,2012,
8,Peter Kirkbride (GBR),B,93.37,138,142,142,138,180,185,190,190,328,2012,
9,David Katoatau (KIR),B,93.32,135,140,140,140,185,190,190,185,325,2012,
10,Cristopher Pavón (HON),B,93.2,130,135,140,140,170,177,180,180,320,2012,
11,Miika Antti-Roiko (FIN),B,93.63,140,140,140,140,180,180,185,180,320,2012,
12,Jean Greeff (RSA),B,93.32,130,137,141,137,170,175,176,176,313,2012,
—,Arsen Kasabijew (POL),A,93.56,170,174,174,170,—,—,—,—,—,2012,
DQ,Ilya Ilyin (KAZ),A,93.52,177,182,185,185,224,228,233,233,418,2012,
DQ,Aleksandr Ivanov (RUS),A,93.3,180,185,185,185,215,224,229,224,409,2012,
DQ,Anatolie Cîrîcu (MDA),A,93.29,178,181,181,181,220,226,228,226,407,2012,
DQ,Andrey Demanov (RUS),A,93.85,175,180,182,182,215,225,225,225,407,2012,
DQ,Intigam Zairov (AZE),A,93.17,175,175,182,182,215,223,225,215,397,2012,
DQ,Almas Uteshov (KAZ),A,93.15,167,173,175,175,213,220,225,220,395,2012,
DQ,Norayr Vardanyan (ARM),A,93.83,170,175,175,170,210,216,216,210,380,2012,
DQ,Endri Karina (ALB),B,93.9,155,155,161,155,185,190,195,195,350,2012,
1.0,Navab Nassirshalal (IRI),A,104.41,183,183,184,184,222,227,229,227,411,2012,
2.0,Bartłomiej Bonk (POL),A,104.01,185,188,190,190,219,220,225,220,410,2012,
3.0,Ivan Efremov (UZB),A,103.83,175,179,183,183,213,218,225,218,401,2012,
4,Ahed Joughili (SYR),A,104.98,172,180,184,180,215,218,225,218,398,2012,
5,Artūrs Plēsnieks (LAT),B,103.69,167,171,175,175,208,215,225,215,390,2012,
6,Jorge Arroyo (ECU),B,103.96,175,180,185,185,200,200,208,200,385,2012,
7,Jürgen Spieß (GER),B,104.45,167,172,175,172,197,202,214,202,374,2012,
8,Serhiy Tahirov (UKR),B,104.72,166,171,174,174,200,207,208,200,374,2012,
9,Martin Tešovič (SVK),B,104.19,162,167,170,167,190,196,196,196,363,2012,
10,Alexandr Zaichikov (KAZ),B,94.74,155,165,165,155,195,201,205,205,360,2012,
11,Jorge García (CHI),B,104.41,150,150,161,150,191,191,191,191,341,2012,
12,Walid Bidani (ALG),B,101.45,160,160,165,160,180,180,180,180,340,2012,
—,Gia Machavariani (GEO),A,103.86,185,185,185,185,220,220,225,—,—,2012,
—,Kim Hwa-seung (KOR),A,104.55,178,178,178,—,—,—,—,—,—,2012,
—,Marcin Dołęga (POL),A,104.01,190,190,190,—,—,—,—,—,—,2012,
DQ,Oleksiy Torokhtiy (UKR),A,104.31,185,190,190,185,222,226,227,227,412,2012,
DQ,Ruslan Nurudinov (UZB),A,102.04,184,188,190,184,220,226,226,220,404,2012,
1.0,Behdad Salimi (IRI),A,168.19,201,205,208,208,247,264,—,247,455,2012,
2.0,Sajjad Anoushiravani (IRI),A,152.46,198,204,204,204,237,245,251,245,449,2012,
3.0,Ruslan Albegov (RUS),A,147.15,198,204,208,208,240,245,247,240,448,2012,
4,Jeon Sang-guen (KOR),A,157.53,190,200,200,190,246,246,259,246,436,2012,
5,Irakli Turmanidze (GEO),A,126.23,192,198,201,201,225,232,232,232,433,2012,
6,Ihor Shymechko (UKR),A,137.38,197,197,200,197,225,232,237,232,429,2012,
7,Jiří Orság (CZE),A,128.15,182,187,190,187,231,239,242,239,426,2012,
8,Almir Velagić (GER),A,141.41,186,190,192,192,229,234,238,234,426,2012,
9,Chen Shih-chieh (TPE),B,141.14,177,182,185,182,230,236,240,236,418,2012,
10,Péter Nagy (HUN),B,155.55,184,191,196,191,216,225,230,225,416,2012,
11,Fernando Reis (BRA),B,140.49,178,180,186,180,220,225,—,220,400,2012,
12,Kazuomi Ota (JPN),B,146.51,180,184,185,185,215,215,222,215,400,2012,
13,Itte Detenamo (NRU),B,151.32,165,170,175,175,205,215,215,215,390,2012,
14,Christian López (GUA),B,139.15,172,177,177,172,209,209,215,215,387,2012,
15,Damon Kelly (AUS),B,150.83,155,160,165,165,192,201,216,216,381,2012,
16,Frederic Fokejou (CMR),B,132.74,150,155,160,160,190,200,202,202,362,2012,
17,Carl Henriquez (ARU),B,150.38,115,122,127,122,160,160,171,160,282,2012,
—,Matthias Steiner (GER),A,149.98,192,196,197,192,—,—,—,—,—,2012,
DQ,Yauheni Zharnasek (BLR),B,147.37,188,193,196,196,219,225,230,230,426,2012,
1.0,Wang Mingjuan (CHN),A,47.73,88,88,91,91,110,114,116,114,205,2012,
2.0,Hiromi Miyake (JPN),A,47.74,83,85,87,87,108,110,113,110,197,2012,
3.0,Ryang Chun-hwa (PRK),A,47.52,80,83,84,80,108,109,112,112,192,2012,
4,Sirivimon Pramongkhol (THA),A,47.23,78,80,82,82,106,108,109,109,191,2012,
5,Nurdan Karagöz (TUR),A,46.99,80,83,84,83,104,107,107,104,187,2012,
6,Honami Mizuochi (JPN),A,47.77,76,78,80,80,92,94,96,96,176,2012,
7,Ngangbam Soniya Chanu (IND),A,47.74,72,74,75,74,93,97,97,97,171,2012,
8,Betsi Rivas (VEN),A,47.43,68,70,70,70,92,96,98,98,168,2012,
9,Beatriz Pirón (DOM),A,47.85,72,75,77,77,87,90,92,90,167,2012,
10,Mélanie Bardis (FRA),A,47.71,70,73,75,73,88,91,93,93,166,2012,
11,Lely Burgos (PUR),A,47.61,65,70,70,65,87,92,92,92,157,2012,
12,Nathalia Rakotondramanana (MAD),A,47.74,55,55,60,55,75,80,82,80,135,2012,
—,Panida Khamsri (THA),A,47.45,81,81,81,—,—,—,—,—,—,2012,
—,Marina Sisoeva (UZB),A,47.85,79,79,80,—,—,—,—,—,—,2012,
1.0,Hsu Shu-ching (TPE),A,52.41,91,94,96,96,120,123,123,123,219,2012,
2.0,Citra Febrianti (INA),A,52.53,88,91,94,91,108,112,115,115,206,2012,
3.0,Iulia Paratova (UKR),A,52.43,91,94,94,91,105,108,108,108,199,2012,
4,Rusmeris Villar (COL),A,52.59,87,87,90,87,105,109,112,109,196,2012,
5,Aleksandra Klejnowska (POL),A,52.67,83,84,86,84,108,112,113,112,196,2012,
6,Nguyễn Thị Thúy (VIE),B,52.23,80,84,85,85,110,110,115,110,195,2012,
7,Yu Weili (HKG),B,52.95,86,86,90,90,105,110,110,105,195,2012,
8,Inmara Henríquez (VEN),B,52.84,78,81,81,81,107,110,113,113,194,2012,
9,Julia Rohde (GER),B,52.45,83,85,87,85,105,108,110,108,193,2012,
10,Kanae Yagi (JPN),B,52.36,82,82,85,82,105,109,109,109,191,2012,
11,Joanna Łochowska (POL),A,52.57,84,87,87,84,104,107,110,107,191,2012,
12,Dika Toua (PNG),B,52.48,75,79,79,79,95,100,100,95,174,2012,
13,Helena Wong (SIN),B,52.31,55,59,61,61,67,71,73,73,134,2012,
—,Yuderqui Contreras (DOM),A,52.95,94,94,94,—,—,—,—,—,—,2012,
—,Zhou Jun (CHN),B,52.8,95,95,95,—,—,—,—,—,—,2012,
—,Aylin Daşdelen (TUR),A,52.91,91,91,91,91,124,129,—,—,—,2012,
DQ,Zulfiya Chinshanlo (KAZ),A,52.7,92,92,95,95,125,131,135,131,226,2012,
DQ,Cristina Iovu (MDA),A,52.79,95,99,99,99,115,120,125,120,219,2012,
1.0,Li Xueying (CHN),A,57.98,105,105,108,108,133,138,144,138,246,2012,
2.0,Pimsiri Sirikaew (THA),A,57.76,100,103,103,100,131,136,140,136,236,2012,
3.0,Rattikan Gulnoi (THA),A,57.71,98,100,100,100,130,134,136,134,234,2012,
4,Jong Chun-mi (PRK),A,57.63,101,103,103,101,130,134,134,130,231,2012,
5,Nastassia Novikava (BLR),A,57.94,103,106,108,103,127,127,133,127,230,2012,
6,Kuo Hsing-chun (TPE),A,56.95,99,101,102,99,129,133,133,129,228,2012,
7,Alexandra Escobar (ECU),B,57.48,100,100,103,103,123,127,127,123,226,2012,
8,Jackelina Heredia (COL),A,57.86,98,100,101,100,125,125,125,125,225,2012,
9,Romela Begaj (ALB),A,57.94,101,105,105,101,115,121,121,115,216,2012,
10,Zoe Smith (GBR),B,57.97,90,93,93,90,116,121,121,121,211,2012,
11,Christin Ulrich (GER),B,57.4,88,91,93,93,110,114,116,114,207,2012,
12,Yang Eun-hye (KOR),B,57.93,83,87,87,87,108,113,116,113,200,2012,
13,Bediha Tunadağı (TUR),B,57.34,84,87,87,87,103,107,107,107,194,2012,
14,Annie Moniqui (CAN),B,57.91,85,85,88,85,105,105,105,105,190,2012,
15,Jenly Tegu Wini (SOL),B,57.43,65,69,69,65,90,93,95,95,160,2012,
—,Hidilyn Diaz (PHI),B,57.7,92,97,97,97,118,118,118,—,—,2012,
—,Lina Rivas (COL),A,57.73,100,103,103,103,120,120,120,—,—,2012,
DQ,Yuliya Kalina (UKR),A,57.6,101,104,106,106,123,127,129,129,235,2012,
DQ,Boyanka Kostova (AZE),A,56.93,100,103,105,105,124,124,128,128,233,2012,
1.0,Christine Girard (CAN),A,62.87,103,105,105,103,130,133,135,133,236,2012,
2.0,Milka Maneva (BUL),A,62.66,98,102,105,102,125,131,134,131,233,2012,
3.0,Luz Acosta (MEX),A,62.91,99,103,104,99,119,125,127,125,224,2012,
4,Seen Lee (AUS),A,59.65,78,83,86,83,98,103,106,103,186,2012,
5,Maria Liku (FIJ),A,61.45,78,82,85,82,100,105,105,100,182,2012,
6,Lucía Castañeda (NCA),A,62.45,76,79,79,79,91,97,97,97,176,2012,
7,Silvana Saldarriaga (PER),A,58.11,70,75,75,75,92,97,101,97,172,2012,
DQ,Maiya Maneza (KAZ),A,62.21,106,110,112,110,135,144,144,135,245,2012,
DQ,Svetlana Tsarukaeva (RUS),A,62.42,106,111,112,112,125,130,130,125,237,2012,
DQ,Sibel Şimşek (TUR),A,62.28,105,105,105,105,130,133,133,130,235,2012,
1.0,Rim Jong-sim (PRK),A,68.22,111,115,117,115,142,146,146,146,261,2012,
2.0,Anna Nurmukhambetova (KAZ),A,68.71,110,115,117,115,136,140,140,136,251,2012,
3.0,Ubaldina Valoyes (COL),A,68.98,108,111,113,111,130,135,135,135,246,2012,
4,Huang Shih-hsu (TPE),A,68.45,110,115,115,110,130,130,131,131,241,2012,
5,Marie-Ève Beauchemin-Nadeau (CAN),B,68.92,100,100,104,104,130,134,135,135,239,2012,
6,Esmat Mansour (EGY),A,68.42,105,105,108,105,130,130,134,130,235,2012,
7,Ghada Hassine (TUN),B,68.64,97,101,102,102,115,120,125,120,222,2012,
8,Rosa Tenorio (ECU),B,68.72,95,95,100,95,115,115,120,115,210,2012,
9,Natasha Perdue (GBR),B,67.98,92,92,95,92,113,—,—,113,205,2012,
10,Mercy Obiero (KEN),B,67.85,72,76,76,76,100,105,111,105,181,2012,
—,Mun Yu-ra (KOR),B,68.56,102,102,102,—,—,—,—,—,—,2012,
DQ,Roxana Cocoș (ROU),A,68.0,108,111,113,113,138,143,146,143,256,2012,
DQ,Maryna Shkermankova (BLR),A,68.21,108,113,117,113,135,140,143,143,256,2012,
DQ,Dzina Sazanavets (BLR),A,68.49,108,113,115,115,136,136,141,141,256,2012,
DQ,Meline Daluzyan (ARM),A,68.65,111,115,115,111,140,140,142,—,—,2012,
1.0,Lidia Valentín (ESP),A,74.39,115,115,120,120,140,145,148,145,265,2012,
2.0,Abeer Abdelrahman (EGY),A,74.6,112,116,118,118,140,148,151,140,258,2012,
3.0,Madias Nzesso (CMR),B,74.55,105,110,115,115,131,136,140,131,246,2012,
4,Ewa Mizdal (POL),A,70.58,100,102,104,104,127,132,133,127,231,2012,
5,Jaqueline Ferreira (BRA),B,74.12,95,100,102,102,121,126,128,128,230,2012,
6,María Fernanda Valdés (CHI),B,74.7,96,100,100,96,120,127,131,127,223,2012,
7,Lim Ji-hye (KOR),B,74.81,97,102,103,97,125,126,132,126,223,2012,
8,Thuraia Sobh (SYR),B,73.36,80,86,91,86,105,113,115,115,201,2012,
9,Khadija Mohammed (UAE),B,74.72,47,51,53,51,53,58,62,62,113,2012,
—,Nadezhda Evstyukhina (RUS),A,74.23,125,125,125,—,—,—,—,—,—,2012,
DQ,Svetlana Podobedova (KAZ),A,74.58,126,126,130,130,150,156,161,161,291,2012,
DQ,Natalya Zabolotnaya (RUS),A,74.8,125,128,131,131,147,155,160,160,291,2012,
DQ,Iryna Kulesha (BLR),A,74.95,116,121,125,121,140,145,148,148,269,2012,
1.0,Zhou Lulu (CHN),A,130.83,142,146,146,146,181,187,190,187,333,2012,
2.0,Tatiana Kashirina (RUS),A,102.31,144,149,151,151,175,181,187,181,332,2012,
3.0,Jang Mi-ran (KOR),A,118.07,120,125,129,125,158,164,170,164,289,2012,
4,Nahla Ramadan (EGY),A,105.51,122,125,125,122,150,155,158,155,277,2012,
5,Ele Opeloge (SAM),A,124.89,117,122,122,117,145,150,155,150,267,2012,
6,Sarah Robles (USA),A,124.35,114,118,120,120,144,145,145,145,265,2012,
7,Oliba Nieve (ECU),A,97.43,113,117,120,117,138,138,142,138,255,2012,
8,Mami Shimamoto (JPN),A,105.9,103,107,110,110,138,143,146,143,253,2012,
9,Holley Mangold (USA),A,157.04,105,105,110,105,135,140,140,135,240,2012,
10,Astrid Camposeco (GUA),A,88.52,87,91,93,93,112,115,117,115,208,2012,
11,Luisa Peters (COK),A,88.58,74,78,82,82,95,100,105,100,182,2012,
12,Alberta Ampomah (GHA),A,78.53,70,70,73,73,97,97,101,101,174,2012,
—,Mariam Usman (NGR),A,120.79,125,129,133,129,160,160,160,—,—,2012,
DQ,Hripsime Khurshudyan (ARM),A,87.58,124,128,132,128,158,166,166,166,294,2012,
1.0,Long Qingquan,A,55.68,132,135,137,137 =OR,161,166,170,170 OR,307 WR,2016,China
2.0,Om Yun-chol,A,55.57,128,132,134,134,165,169,169,169,303,2016,North Korea
3.0,Sinphet Kruaithong,A,55.43,125,131,132,132,154,157,161,157,289,2016,Thailand
4,Arli Chontey,A,55.64,125,130,132,130,148,153,154,148,278,2016,Kazakhstan
5,Trần Lê Quốc Toàn,A,55.85,117,121,123,121,148,154,157,154,275,2016,Vietnam
6,Habib de las Salas,A,55.84,113,116,119,119,143,147,150,147,266,2016,Colombia
7,Mirco Scarantino,A,55.91,115,115,120,115,143,146,149,149,264,2016,Italy
8,Luis García,B,55.56,110,115,118,118,140,145,145,145,263,2016,Dominican Republic
9,Witoon Mingmoon,A,55.67,113,113,116,113,148,151,151,148,261,2016,Thailand
10,Edgar Pineda,B,56.0,103,108,111,108,140,140,143,143,251,2016,Guatemala
11,Hiroaki Takao,B,55.9,108,111,111,111,134,138,138,138,249,2016,Japan
12,Tan Chi-chung,B,55.89,110,110,110,110,131,135,138,138,248,2016,Chinese Taipei
13,Manueli Tulo,B,55.81,103,106,109,106,130,136,139,136,242,2016,Fiji
14,Tom Goegebuer,B,55.74,107,111,113,111,126,130,133,130,241,2016,Belgium
15,Elson Brechtefeld,B,55.62,95,98,101,98,120,125,125,125,223,2016,Nauru
–,Thạch Kim Tuấn,A,55.55,130,130,133,130,157,160,160,–,–,2016,Vietnam
–,Nestor Colonia,A,55.11,120,125,125,120,154,154,154,–,–,2016,Philippines
–,Josué Brachi,B,55.67,120,120,120,–,–,–,–,–,–,2016,Spain
DQ,Ösökhbayaryn Chagnaadorj,B,55.65,103,103,103,–,–,–,–,–,–,2016,Mongolia
1.0,Óscar Figueroa,A,61.86,137,142,145,142,172,176,179,176,318,2016,Colombia
2.0,Eko Yuli Irawan,A,61.91,142,146,146,142,170,176,179,170,312,2016,Indonesia
3.0,Farkhad Kharki,A,61.6,135,140,140,135,170,177,177,170,305,2016,Kazakhstan
4,Yoichi Itokazu,A,61.87,126,130,133,133,160,165,169,169,302,2016,Japan
5,Ahmed Saad,A,62.0,127,131,133,133,155,161,164,161,294,2016,Egypt
6,Morea Baru,A,61.72,122,126,129,126,159,164,168,164,290,2016,Papua New Guinea
